Nome;Partido;Estado;Codigo;CD01O206E008995;CD01O206E008996;CD01O206E008997;CD01O207E008998;CD01O207E008999;CD01O207E009000;CD01O207E009001;CD01O207E009002;CD01O208E009003;CD01O208E009004;CD01O208E009005;CD01O210E009006;CD01O210E009007;CD01O210E009008;CD01O210E009009;CD01O210E009010;CD01O210E009011;CD01O215O009012;CD01O216E009013;CD01O216E009014;CD01O216E009015;CD01O216E009016;CD01O218E009018;CD01O218E009019;CD01O218E009021;CD01O218E009022;CD01O218E009023;CD01O218E009024;CD01O218E009025;Lado;tsne-1d-one;tsne-2d-two
HAROLDO CATHEDRAL;PSD;Roraima;1;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;GOVERNO;10.676767;13.506398
EDIO LOPES;PL;Roraima;2;Não;Sim;Não Votou;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Não Votou;Não Votou;Não;Sim;Sim;Sim;Não;Sim;MINORIA;7.373624;22.287159
JOENIA WAPICHANA;REDE;Roraima;3;Sim;Não;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não Votou;Não;Não;Não;Sim;Não;OPOSIÇÃO;-25.532145;-22.448677
HIRAN GONÇALVES;PP;Roraima;4;Não Votou;Sim;Obstrução;Não;Não;Não Votou;Não Votou;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Sim;Não Votou;Sim;Não Votou;Não Votou;Não;Não Votou;GOVERNO;4.760277;3.091342
JHONATAN DE JESUS;PRB;Roraima;5;Não;Sim;Não Votou;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Não Votou;Sim;Não;Sim;GOVERNO;1.6023508;14.772981
NICOLETTI;PSL;Roraima;6;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;GOVERNO;20.58762;3.2657688
OTACI NASCIMENTO;Solidariedade;Roraima;7;Não;Sim;Abstenção;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;MINORIA;5.9395943;11.630309
SHÉRIDAN;PSDB;Roraima;8;Não;Não Votou;Obstrução;Não;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Sim;GOVERNO;6.1339717;16.168297
ANDRÉ ABDON;PP;Amapá;9;Não Votou;Não Votou;Obstrução;Não;Não;Sim;Não Votou;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Não Votou;Sim;Não Votou;Sim;GOVERNO;11.082235;11.614463
ACÁCIO FAVACHO;PROS;Amapá;10;Não Votou;Sim;Não Votou;Não;Não;Não Votou;Não Votou;Sim;Não Votou;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não;Sim;Não Votou;Sim;Não;Sim;MINORIA;15.729038;10.434676
ALINE GURGEL;PRB;Amapá;11;Não Votou;Sim;Sim;Não;Não;Não Votou;Não Votou;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Sim;GOVERNO;-20.912628;-10.96556
CAMILO CAPIBERIBE;PSB;Amapá;12;Sim;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Não;Obstrução;Obstrução;Não;Não;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;OPOSIÇÃO;-20.618181;-22.672106
LEDA SADALA;Avate;Amapá;14;Não;Sim;Não;Não;Não;Sim;Não Votou;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;MINORIA;5.6788445;19.180845
PROFESSORA MARCIVANIA;PCdoB;Amapá;15;Não Votou;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Não;Obstrução;Obstrução;Obstrução;Não;Não;Sim;Sim;Não Votou;Não;Não;Sim;Não;OPOSIÇÃO;-20.682375;-21.631168
VINICIUS GURGEL;PL;Amapá;16;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Sim;Sim;Sim;Não;Não;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não;Sim;MINORIA;-7.9586344;3.4925213
LUIZ CARLOS;PSDB;Amapá;17;Não;Sim;Obstrução;Não;Não;Não Votou;Não Votou;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Sim;Sim;Não;Sim;GOVERNO;4.1531157;15.250609
AIRTON FALEIRO;PT;Pará;18;Abstenção;Não Votou;Sim;Obstrução;Não Votou;Obstrução;Obstrução;Não;Obstrução;Não;Não Votou;Não;Não;Sim;Não;Não;Não;Não Votou;Obstrução;Não Votou;Não Votou;Não;Sim;Não Votou;Não;Não;Não;Sim;Não;OPOSIÇÃO;-21.656296;-20.337341
BETO FARO;PT;Pará;19;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Não;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Sim;Sim;Não;Não;Não;Sim;Não;OPOSIÇÃO;-20.792006;-19.805655
CÁSSIO ANDRADE;PSB;Pará;20;Não;Obstrução;Sim;Não;Não;Obstrução;Obstrução;Não;Obstrução;Não;Não;Não;Não;Não Votou;Não;Não;Não;Obstrução;Obstrução;Não;Não;Não;Sim;Não;Não;Não Votou;Sim;Sim;Não;OPOSIÇÃO;-18.023302;-18.775686
ELCIONE BARBALHO;MDB;Pará;21;Não;Sim;Não;Não;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;4.012344;-4.202348
DELEGADO ÉDER MAURO;PSD;Pará;22;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;GOVERNO;20.30072;2.7740643
CELSO SABINO;PSDB;Pará;23;Não;Sim;Não;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Não Votou;Não Votou;Não Votou;Sim;GOVERNO;11.450446;12.667792
CRISTIANO VALE;PL;Pará;25;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;MINORIA;8.805227;16.074005
JOSÉ PRIANTE;MDB;Pará;26;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Sim;Não;Sim;Sim;Não Votou;Não;Sim;GOVERNO;7.9727554;11.185454
EDMILSON RODRIGUES;PSOL;Pará;27;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Não;Não Votou;Não Votou;Obstrução;Não;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;OPOSIÇÃO;-21.835936;-17.692326
EDUARDO COSTA;PTB;Pará;28;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não Votou;Sim;Sim;Sim;Não Votou;Não Votou;Sim;Não Votou;Sim;Não Votou;Sim;GOVERNO;13.689896;5.8964953
JÚNIOR FERRARI;PSD;Pará;29;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;GOVERNO;20.5865;3.2655287
OLIVAL MARQUES;DEM;Pará;30;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;GOVERNO;7.497477;6.1699047
NILSON PINTO;PSDB;Pará;31;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;GOVERNO;8.13474;16.6049
HÉLIO LEITE;DEM;Pará;32;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Não Votou;Sim;Não;Sim;GOVERNO;10.285741;14.028859
JOAQUIM PASSARINHO;PSD;Pará;33;Não;Sim;Obstrução;Não Votou;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;GOVERNO;21.4935;4.3203316
PAULO BENGTSON;PTB;Pará;34;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;4.0135174;-4.202737
VAVÁ MARTINS;PRB;Pará;35;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não Votou;Não;Sim;Sim;Sim;Sim;Não;Sim;Não Votou;Sim;Não;Sim;GOVERNO;10.003067;14.484393
CAPITÃO ALBERTO NETO;PRB;Amazonas;36;Não;Sim;Não Votou;Não;Não;Não Votou;Não Votou;Sim;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;GOVERNO;11.807048;9.227026
BOSCO SARAIVA;Solidariedade;Amazonas;37;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Sim;MINORIA;7.2286696;14.9169855
ÁTILA LINS;PP;Amazonas;38;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Sim;Não Votou;GOVERNO;12.115331;10.177966
SILAS CÂMARA;PRB;Amazonas;39;Não;Sim;Não Votou;Não Votou;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não Votou;Não Votou;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Sim;GOVERNO;6.585672;12.73355
DELEGADO PABLO;PSL;Amazonas;40;Não;Sim;Não Votou;Não;Não;Não Votou;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não Votou;Sim;Sim;Sim;Não;Sim;GOVERNO;20.358023;0.1429289
JOSÉ RICARDO;PT;Amazonas;41;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Não;Obstrução;Obstrução;Obstrução;Não;Não;Sim;Não Votou;Não;Não;Não Votou;Sim;Não;OPOSIÇÃO;-19.341982;-19.676516
MARCELO RAMOS;PL;Amazonas;42;Não;Sim;Obstrução;Não;Não;Não Votou;Não;Sim;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;MINORIA;8.272679;18.563488
SIDNEY LEITE;PSD;Amazonas;43;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Sim;Não;Sim;Sim;Não Votou;Não Votou;Não Votou;GOVERNO;-0.5737393;3.688867
EXPEDITO NETTO;PSD;Rondonia;44;Sim;Sim;Obstrução;Não;Não Votou;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Não Votou;Sim;Sim;Não;GOVERNO;4.168375;2.4575608
CORONEL CHRISÓSTOMO;PSL;Rondonia;45;Não;Sim;Obstrução;Não;Não;Sim;Não Votou;Sim;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não Votou;Sim;Não Votou;Não Votou;Não;Sim;GOVERNO;16.3854;4.2105317
LUCIO MOSQUINI;MDB;Rondonia;46;Não;Sim;Não Votou;Não Votou;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não Votou;Sim;GOVERNO;12.3340645;8.627954
JAQUELINE CASSOL;PP;Rondonia;47;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;GOVERNO;6.188597;18.029812
LÉO MORAES;Podemos;Rondonia;48;Não;Sim;Não Votou;Não;Não;Não Votou;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não Votou;Sim;Sim;Sim;Não;Sim;MINORIA;20.35824;0.14278665
MAURO NAZIF;PSB;Rondonia;49;Sim;Não;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não Votou;Não;Não;Não;Obstrução;Obstrução;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;OPOSIÇÃO;-23.767347;-23.328989
SILVIA CRISTINA;PDT;Rondonia;50;Sim;Obstrução;Não Votou;Obstrução;Obstrução;Sim;Obstrução;Sim;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Não Votou;Não;Sim;Não;MINORIA;-26.54039;-19.083033
MARIANA CARVALHO;PSDB;Rondonia;51;Não;Não Votou;Não Votou;Não;Não;Não Votou;Não Votou;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Sim;Sim;Não;Sim;GOVERNO;3.9621115;15.264959
JESUS SÉRGIO;PDT;Acre;52;Não Votou;Sim;Não;Não;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;MINORIA;1.7608101;2.4697073
ALAN RICK;DEM;Acre;53;Não;Sim;Obstrução;Não;Não;Sim;Não Votou;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Sim;Sim;Não;Sim;GOVERNO;5.330222;14.909123
FLAVIANO MELO;MDB;Acre;54;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Não Votou;Não Votou;Não;Sim;Sim;Sim;Não;Sim;GOVERNO;11.082776;18.732958
MANUEL MARCOS;PRB;Acre;55;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;GOVERNO;9.108006;17.054482
JÉSSICA SALES;MDB;Acre;56;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Não;Não Votou;Não;Não;GOVERNO;-8.97001;2.4303293
MARA ROCHA;PSDB;Acre;57;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;GOVERNO;-1.6822126;10.013466
PERPÉTUA ALMEIDA;PCdoB;Acre;58;Não Votou;Obstrução;Sim;Não Votou;Obstrução;Obstrução;Não;Não;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Não;Não Votou;Obstrução;Obstrução;Não;Não;Sim;Não;Não;Não;Não;Sim;Não;OPOSIÇÃO;-19.237951;-18.6317
DRA. VANDA MILANI;Solidariedade;Acre;59;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não Votou;Não;Sim;MINORIA;9.157951;19.221018
CARLOS HENRIQUE GAGUIM;DEM;Tocantins;60;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Sim;GOVERNO;8.1782675;12.901856
DULCE MIRANDA;MDB;Tocantins;61;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não Votou;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;GOVERNO;0.6670645;3.3300147
CÉLIO MOURA;PT;Tocantins;62;Obstrução;Obstrução;Sim;Não Votou;Obstrução;Não Votou;Obstrução;Não;Obstrução;Não;Não Votou;Não;Não;Sim;Não;Não;Não;Obstrução;Não Votou;Não Votou;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;OPOSIÇÃO;-18.065693;-20.49637
ELI BORGES;Solidariedade;Tocantins;63;Não;Sim;Abstenção;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Não;Sim;Sim;Não;MINORIA;-0.031943854;5.8538823
OSIRES DAMASO;PSC;Tocantins;64;Não;Sim;Abstenção;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não;Sim;Sim;Não Votou;Sim;Não;Sim;Sim;Sim;Não;Sim;GOVERNO;1.9997362;13.744692
TIAGO DIMAS;Solidariedade;Tocantins;65;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;MINORIA;0.867555;10.559673
VICENTINHO JÚNIOR;PL;Tocantins;66;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;MINORIA;1.9317662;-5.7329288
PROFESSORA DORINHA SEABRA REZEN;DEM;Tocantins;67;Não Votou;Sim;Não Votou;Não Votou;Não;Sim;Não Votou;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não Votou;GOVERNO;5.648772;1.31949
ALUISIO MENDES;Podemos;Maranhão;68;Não;Sim;Não Votou;Não;Não;Não Votou;Não;Sim;Não Votou;Sim;Sim;Sim;Não Votou;Não Votou;Sim;Sim;Sim;Não Votou;Não;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;MINORIA;9.526016;-2.0899806
CLEBER VERDE;PRB;Maranhão;70;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Não Votou;Sim;Não Votou;Sim;Sim;Sim;Não;Sim;GOVERNO;11.851964;17.34967
BIRA DO PINDARÉ;PSB;Maranhão;71;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Não;Obstrução;Obstrução;Não;Não;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;OPOSIÇÃO;-19.529072;-20.741825
ANDRÉ FUFUCA;PP;Maranhão;72;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Sim;Sim;Sim;Não Votou;Não Votou;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;1.7484293;-5.354118
EDILÁZIO JÚNIOR;PSD;Maranhão;73;Não;Sim;Obstrução;Não;Não;Sim;Não Votou;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Não Votou;Sim;Não;Sim;Sim;Não Votou;Não;Sim;GOVERNO;12.27461;18.98975
HILDO ROCHA;MDB;Maranhão;74;Não;Sim;Obstrução;Não;Não;Sim;Não Votou;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;GOVERNO;11.470616;15.613964
EDUARDO BRAIDE;PMN;Maranhão;75;Não;Sim;Não Votou;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Sim;Sim;Não;Não;Não Votou;Não;Não;Sim;Não;GOVERNO;-19.103611;-11.168254
JOÃO MARCELO SOUZA;MDB;Maranhão;76;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Não Votou;Não Votou;Sim;Não;Sim;Sim;Não Votou;Não;Sim;GOVERNO;11.968306;20.391153
GIL CUTRIM;PDT;Maranhão;77;Não Votou;Sim;Não Votou;Obstrução;Obstrução;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Sim;Sim;Não Votou;Sim;Não;Não;Não;Não;Sim;Não;MINORIA;-11.636883;-9.752258
JOSIMAR MARANHÃOZINHO;PL;Maranhão;78;Não;Sim;Não Votou;Não Votou;Não;Não Votou;Não Votou;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Não;Não;Sim;Sim;Não Votou;Sim;Não Votou;Sim;Não Votou;Sim;Sim;Sim;MINORIA;11.136561;8.709554
JUSCELINO FILHO;DEM;Maranhão;79;Não;Não Votou;Não Votou;Não Votou;Não;Sim;Não Votou;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Sim;Sim;Não;Não Votou;GOVERNO;3.296644;6.459977
JUNIOR LOURENÇO;PL;Maranhão;80;Não;Sim;Não Votou;Não Votou;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não Votou;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Sim;Sim;Sim;Sim;MINORIA;13.02719;7.9479313
MÁRCIO JERRY;PCdoB;Maranhão;82;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Não;Obstrução;Obstrução;Obstrução;Não;Não;Sim;Não;Não;Não;Não;Sim;Não;OPOSIÇÃO;-19.057535;-19.130789
MARRECA FILHO;Patriota;Maranhão;83;Não;Sim;Não Votou;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Sim;Sim;Não;Não Votou;MINORIA;11.600945;3.6541064
PASTOR GILDENEMYR;PL;Maranhão;84;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;MINORIA;12.102386;10.146881
PEDRO LUCAS FERNANDES;PTB;Maranhão;85;Não;Sim;Não Votou;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Sim;Não;Sim;Não Votou;Não Votou;Não;Não Votou;GOVERNO;7.1073284;8.973809
ZÉ CARLOS;PT;Maranhão;86;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Não;Obstrução;Obstrução;Obstrução;Não;Não Votou;Sim;Não Votou;Não;Não;Não;Sim;Não;OPOSIÇÃO;-19.976461;-19.832655
AJ ALBUQUERQUE;PP;Ceará;87;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Não Votou;Não;Sim;GOVERNO;6.0826836;16.491386
CAPITÃO WAGNER;PROS;Ceará;88;Não Votou;Sim;Obstrução;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Não Votou;Abstenção;Não;Não;Não;Não;Não;Sim;Sim;Sim;Não;Não Votou;Sim;Não Votou;Não Votou;Não;Não;MINORIA;-20.245617;-5.2716446
