Nome;Partido;Estado;Codigo;CD01O004O008658;CD01O004O008660;CD01O006O008679;CD01O008E008686;CD01O010O008688;CD01O010O008689;CD01O010O008694;CD01O010O008695;CD01O011O008696;CD01O011O008697;CD01O011O008698;CD01O011O008699;CD01O011O008700;CD01O011O008701;CD01O011O008702;CD01O012E008703;CD01O012E008704;CD01O012E008705;CD01O013E008706;Lado;tsne-1d-one;tsne-2d-two
JERÔNIMO GOERGEN;PP;Rio Grande do Sul;505;Não Votou;Não;Sim;Não;Sim;Não Votou;Não;Sim;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Não;GOVERNO;9.336463;11.612053
MARCELO MORAES;PTB;Rio Grande do Sul;506;Não Votou;Não;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Não;GOVERNO;-20.885904;-9.978199
MARCON;PT;Rio Grande do Sul;507;Não;Obstrução;Não;Não Votou;Sim;Não Votou;Sim;Sim;Obstrução;Não;Não Votou;Sim;Não Votou;Não;Não;Obstrução;Sim;Não;Obstrução;OPOSIÇÃO;-18.452063;-25.934488
MARIA DO ROSÁRIO;PT;Rio Grande do Sul;508;Não Votou;Obstrução;Não;Obstrução;Sim;Não Votou;Sim;Não;Obstrução;Não;Não Votou;Sim;Obstrução;Não;Não;Obstrução;Não Votou;Não;Obstrução;OPOSIÇÃO;-18.806776;-23.461771
MARLON SANTOS;PDT;Rio Grande do Sul;509;Não;Não;Sim;Não Votou;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Não Votou;Sim;Não;Não Votou;MINORIA;-22.204107;-12.693568
MAURÍCIO DZIEDRICKI;PTB;Rio Grande do Sul;511;Não;Não;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;-7.076188;-8.86871
NEREU CRISPIM;PSL;Rio Grande do Sul;512;Não Votou;Não;Sim;Não;Não;Sim;Não;Sim;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Não;GOVERNO;21.435158;22.804043
PAULO PIMENTA;PT;Rio Grande do Sul;513;Não Votou;Não Votou;Não;Obstrução;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não;Não Votou;Sim;Não Votou;Não;Não;Não Votou;Não Votou;Não;Não Votou;OPOSIÇÃO;-14.664864;-20.30169
PEDRO WESTPHALEN;PP;Rio Grande do Sul;514;Não;Não;Sim;Não Votou;Sim;Não;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não;Sim;Não;GOVERNO;13.1965475;2.787276
MÁRCIO BIOLCHI;MDB;Rio Grande do Sul;515;Não Votou;Não;Sim;Não;Não Votou;Não;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Obstrução;GOVERNO;5.837789;10.749228
POMPEO DE MATTOS;PDT;Rio Grande do Sul;516;Não;Não;Não Votou;Não Votou;Sim;Não;Sim;Não;Não;Não;Não Votou;Não;Não;Não;Não;Não Votou;Sim;Não;Não Votou;MINORIA;-13.493132;-23.972301
UBIRATAN SANDERSON;PSL;Rio Grande do Sul;517;Não Votou;Não;Não Votou;Não;Não;Não Votou;Não Votou;Sim;Não Votou;Sim;Não Votou;Não;Sim;Sim;Sim;Não;Não;Sim;Não;GOVERNO;18.693995;21.774645
JORGE BRAZ;PRB;Rio de Janeiro;518;Não;Não Votou;Sim;Não Votou;Sim;Não Votou;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Sim;Não;Não;GOVERNO;-10.594009;-15.6041975
DAVID MIRANDA;PSOL;Rio de Janeiro;519;Não;Obstrução;Não;Obstrução;Sim;Não;Sim;Obstrução;Obstrução;Não;Obstrução;Sim;Obstrução;Não;Não;Obstrução;Sim;Não;Obstrução;OPOSIÇÃO;-20.608047;-22.446785
LUIS MIRANDA;DEM;Distrito Federal;525;Não;Não;Sim;Não Votou;Sim;Não;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não;Sim;Não;GOVERNO;13.19658;2.7821977
MARCELO BRUM;PSL;Rio Grande do Sul;526;Não Votou;Não;Não Votou;Não;Não;Sim;Não;Sim;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Não;GOVERNO;20.814972;22.49938
EVANDRO ROMAN;PSD;Paraná;527;Não Votou;Não;Não Votou;Não Votou;Sim;Não Votou;Não;Sim;Não Votou;Sim;Não Votou;Não Votou;Sim;Sim;Sim;Não;Não;Sim;Não Votou;GOVERNO;12.719252;17.274012
REINHOLD STEPHANES JUNIOR;PSD;Paraná;528;Não;Não;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;-7.0765967;-8.869079
DARCÍSIO PERONDI;MDB;Rio Grande do Sul;529;Não;Não;Não Votou;Não Votou;Não;Sim;Não;Sim;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Sim;Obstrução;GOVERNO;26.22236;22.629206
TED CONTI;PSB;Espírito Santo;531;Não Votou;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;Sim;Não;Não;OPOSIÇÃO;-26.724865;-15.397724
BIA CAVASSA;PSDB;Mato Grosso do Sul;532;Não Votou;Não;Sim;Não;Sim;Não;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Não;GOVERNO;6.923787;10.441609
ENÉIAS REIS;PSL;Minas Gerais;533;Não Votou;Não;Sim;Não;Não;Sim;Não;Sim;Não Votou;Sim;Não;Não Votou;Não Votou;Sim;Sim;Não;Não;Sim;Não;GOVERNO;21.415575;21.834105
SANTINI;PTB;Rio Grande do Sul;534;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Sim;Não;GOVERNO;3.993972;13.050025
